crdb;brand;folder;name;seasons;name_source;seasons_source;prestige_cup_info;remark
Abarth_500_2014;Abarth;Abarth 500;Abarth 500;;repository;;;
Acura_IntegraGSRF1_1998;Acura;Acura Integra GS-R;Acura Integra GS-R;;repository;;;
Acura_IntegraTypeRDB8F1_1995;Acura;Acura Integra LS Sedan;Acura Integra LS Sedan;;repository;;;
Acura_NSXF9_2018;Acura;Acura NSX;Acura NSX;;repository;;;
Acura_NSXTypeSReward_2022;Acura;Acura NSX Type S 2022;Acura NSX Type S 2022;171;repository;repository;;
Acura_NSXTypeSRewardRecycled_2022;Acura;Acura NSX Type S 2022;Acura NSX Type S 2022;171;repository;repository;;
AlfaRomeo_4CCoupeCrew_2013;Alfa Romeo;#Summer's Alfa Romeo 4C 'Launch Edition';Summer's Alfa Romeo 4C 'Launch Edition';;repository;;;
AlfaRomeo_4CCoupeCrewRecycled_2013;Alfa Romeo;Alfa Romeo 4C;Alfa Romeo 4C;;repository;;;
AlfaRomeo_4CSpider_2016;Alfa Romeo;Alfa Romeo 4C Spider;Alfa Romeo 4C Spider;;repository;;;
AlfaRomeo_8CCompetizione_2007;Alfa Romeo;Alfa Romeo 8C Competizione;Alfa Romeo 8C Competizione;;repository;;;
AlfaRomeo_8CSpiderReward_2009;Alfa Romeo;Alfa Romeo 8C Spider;Alfa Romeo 8C Spider;108;repository;repository;;
AlfaRomeo_8CSpiderRewardRecycled_2009;Alfa Romeo;Alfa Romeo 8C Spider;Alfa Romeo 8C Spider;108;repository;repository;;
AlfaRomeo_GiuliaGTAmReward_2021;Alfa Romeo;Alfa Romeo Giulia GTAm;Alfa Romeo Giulia GTAm;121;repository;repository;;
AlfaRomeo_GiuliaGTAmRewardRecycled_2021;Alfa Romeo;Alfa Romeo Giulia GTAm;Alfa Romeo Giulia GTAm;121;repository;repository;;
AlfaRomeo_GiuliaQuadrifoglio_2017;Alfa Romeo;Alfa Romeo Guilia Quadrifoglio;Alfa Romeo Guilia Quadrifoglio;;repository;;;
Alpine_A110_2018;Alpine;Alpine A110;Alpine A110;;repository;;;
AMC_RingbrothersJavelinDefiant_1972;AMC;AMC Ringbrothers Prestone Javelin AMX 'Defiant!';AMC Ringbrothers Prestone Javelin AMX 'Defiant!';;repository;;;
Apollo_IntensaEmozione_2019;Apollo;Apollo Intensa Emozione;Apollo Intensa Emozione;;repository;;;
Apollo_IntensaEmozioneCarbon_2019;Apollo;Apollo Intensa Emozione Carbon;Apollo Intensa Emozione Carbon;;repository;;;
Apollo_IntensaEmozioneOrangeDragon_2019;Apollo;Apollo Intensa Emozione 'Orange Dragon';Apollo Intensa Emozione 'Orange Dragon';;repository;;;
Apollo_ProjectEvo_2022;Apollo;Apollo Project Evo;Apollo Project Evo;;repository;;;
Apollo_S_2008;Apollo;Apollo S;Apollo S;;repository;;;
Arrinera_HussaryaReward_2020;Arrinera;Arrinera Hussarya;Arrinera Hussarya;129;repository;repository;;
Arrinera_HussaryaRewardRecycled_2020;Arrinera;Arrinera Hussarya;Arrinera Hussarya;129;repository;repository;;
Aspark_Owl_2021;Aspark;Aspark Owl;Aspark Owl;;repository;;;
Aspark_OwlSP600_2024;Aspark;Aspark Owl SP600;Aspark Owl SP600;;automatic;;;
AstonMartin_DB11Reward_2017;Aston Martin;Aston Martin DB11;Aston Martin DB11;024;repository;repository;;
AstonMartin_DB11RewardRecycled_2017;Aston Martin;Aston Martin DB11;Aston Martin DB11;024;repository;repository;;
AstonMartin_DB12_2023;Aston Martin;Aston Martin DB12;Aston Martin DB12;;repository;;;
AstonMartin_DB12VolanteReward_2024;Aston Martin;Aston Martin DB12 Volante;Aston Martin DB12 Volante;212;repository;repository;;
AstonMartin_DB12VolanteRewardRecycled_2024;Aston Martin;Aston Martin DB12 Volante;Aston Martin DB12 Volante;212;repository;repository;;
AstonMartin_DB5Classic_1964;Aston Martin;Aston Martin DB5;Aston Martin DB5;;repository;;;
AstonMartin_DBR22_2023;Aston Martin;Aston Martin DBR22;Aston Martin DBR22;;repository;;;
AstonMartin_DBS770UltimateReward_2023;Aston Martin;Aston Martin DBS 770 Ultimate;Aston Martin DBS 770 Ultimate;209;repository;repository;;
AstonMartin_DBS770UltimateRewardRecycled_2023;Aston Martin;Aston Martin DBS 770 Ultimate;Aston Martin DBS 770 Ultimate;209;repository;repository;;
AstonMartin_DBSGTZagato_2020;Aston Martin;Aston Martin DBS GT Zagato;Aston Martin DBS GT Zagato;;repository;;;
AstonMartin_DBSSuperleggeraReward_2019;Aston Martin;Aston Martin DBS Superleggera;Aston Martin DBS Superleggera;068;repository;repository;;
AstonMartin_DBSSuperleggeraRewardRecycled_2019;Aston Martin;Aston Martin DBS Superleggera;Aston Martin DBS Superleggera;068;repository;repository;;
AstonMartin_DBSVolanteReward_2020;Aston Martin;Aston Martin DBS Volante;Aston Martin DBS Volante;145;repository;repository;;
AstonMartin_DBSVolanteRewardRecycled_2020;Aston Martin;Aston Martin DBS Volante;Aston Martin DBS Volante;145;repository;repository;;
AstonMartin_DBX707Reward_2023;Aston Martin;Aston Martin DBX 707;Aston Martin DBX 707;186;repository;repository;;
AstonMartin_DBX707RewardRecycled_2023;Aston Martin;Aston Martin DBX 707;Aston Martin DBX 707;186;repository;repository;;
AstonMartin_DBXReward_2019;Aston Martin;Aston Martin DBX;Aston Martin DBX;103;repository;repository;;
AstonMartin_DBXRewardRecycled_2019;Aston Martin;Aston Martin DBX;Aston Martin DBX;103;repository;repository;;
AstonMartin_DBXSReward_2026;Aston Martin;Aston Martin DBX S;Aston Martin DBX S;253;repository;repository;;
AstonMartin_DBXSRewardRecycled_2026;Aston Martin;Aston Martin DBX S;Aston Martin DBX S;253;repository;repository;;
AstonMartin_One77Reward_2010;Aston Martin;Aston Martin One-77;Aston Martin One-77;037;repository;repository;;
AstonMartin_One77RewardRecycled_2010;Aston Martin;Aston Martin One-77;Aston Martin One-77;037;repository;repository;;
AstonMartin_V12Speedster_2021;Aston Martin;Aston Martin V12 Speedster;Aston Martin V12 Speedster;;repository;;;
AstonMartin_V12SpeedsterDBR1_2021;Aston Martin;Aston Martin V12 Speedster 'DBR1';Aston Martin V12 Speedster 'DBR1';;repository;;;
AstonMartin_V12Vantage_2023;Aston Martin;Aston Martin V12 Vantage;Aston Martin V12 Vantage;;repository;;;
AstonMartin_V12VantageRReward_2023;Aston Martin;Aston Martin V12 Vantage Roadster;Aston Martin V12 Vantage Roadster;231;repository;repository;;
AstonMartin_V12VantageRRewardRecycled_2023;Aston Martin;Aston Martin V12 Vantage Roadster;Aston Martin V12 Vantage Roadster;231;repository;repository;;
AstonMartin_Valhalla_2020;Aston Martin;Aston Martin Valhalla Concept;Aston Martin Valhalla Concept;;repository;;;
AstonMartin_Valhalla_2025;Aston Martin;Aston Martin Valhalla;Aston Martin Valhalla;;repository;;;
AstonMartin_ValhallaGold_2020;Aston Martin;Aston Martin Valhalla Concept;Aston Martin Valhalla Concept;;repository;;;
AstonMartin_Valiant_2025;Aston Martin;Aston Martin Valiant;Aston Martin Valiant;;repository;;;
AstonMartin_Valkyrie_2020;Aston Martin;Aston Martin Valkyrie;Aston Martin Valkyrie;;repository;;;
AstonMartin_ValkyrieAMRPro_2022;Aston Martin;Aston Martin Valkyrie AMR Pro;Aston Martin Valkyrie AMR Pro;;repository;;;
AstonMartin_ValkyrieAMRProConcept_2020;Aston Martin;Aston Martin Valkyrie AMR Pro Concept;Aston Martin Valkyrie AMR Pro Concept;;repository;;;
AstonMartin_ValkyrieSpider_2022;Aston Martin;Aston Martin Valkyrie Spider;Aston Martin Valkyrie Spider;;repository;;;
AstonMartin_ValkyrieSpirit_2020;Aston Martin;Aston Martin Valkyrie 'Spirit - Designer Spec';Aston Martin Valkyrie 'Spirit - Designer Spec';;repository;;;
AstonMartin_ValkyrieTrackPack_2020;Aston Martin;Aston Martin Valkyrie 'TrackPack';Aston Martin Valkyrie 'TrackPack';;repository;;;
AstonMartin_ValkyrieTrackPackAMR_2020;Aston Martin;Aston Martin Valkyrie Track Pack AMR;Aston Martin Valkyrie Track Pack AMR;;repository;;;
AstonMartin_Valour_2024;Aston Martin;Aston Martin Valour;Aston Martin Valour;;repository;;;
AstonMartin_ValourReward_2024;Aston Martin;Aston Martin Valour;Aston Martin Valour;222;repository;repository;;
AstonMartin_ValourRewardRecycled_2024;Aston Martin;Aston Martin Valour;Aston Martin Valour;222;repository;repository;;
AstonMartin_Vanquish_2014;Aston Martin;Aston Martin Vanquish;Aston Martin Vanquish;;repository;;;
AstonMartin_Vanquish_2025;Aston Martin;Aston Martin Vanquish 2025;Aston Martin Vanquish 2025;;repository;;;
AstonMartin_VanquishVReward_2025;Aston Martin;Aston Martin Vanquish Volante 2025;Aston Martin Vanquish Volante 2025;243;repository;repository;;
AstonMartin_VanquishVRewardRecycled_2025;Aston Martin;Aston Martin Vanquish Volante 2025;Aston Martin Vanquish Volante 2025;243;repository;repository;278;
AstonMartin_VanquishZagatoReward_2017;Aston Martin;Aston Martin Vanquish Zagato Coupe;Aston Martin Vanquish Zagato Coupe;083;repository;repository;;
AstonMartin_VanquishZagatoRewardRecycled_2017;Aston Martin;Aston Martin Vanquish Zagato Coupe;Aston Martin Vanquish Zagato Coupe;083;repository;repository;;
AstonMartin_VanquishZagatoSB_2017;Aston Martin;Aston Martin Vanquish Zagato Shooting Brake;Aston Martin Vanquish Zagato Shooting Brake;;repository;;;
AstonMartin_Vantage_2024;Aston Martin;Aston Martin Vantage 2024;Aston Martin Vantage 2024;;repository;;;
AstonMartin_VantageGT12_2016;Aston Martin;Aston Martin Vantage GT12;Aston Martin Vantage GT12;;repository;;;
AstonMartin_VantageGTE_2020;Aston Martin;Aston Martin Vantage GTE;Asston Marting Vantage GTE;;repository;;;
AstonMartin_VantageRoadsterReward_2021;Aston Martin;Aston Martin Vantage Roadster;Aston Martin Vantage Roadster;114;repository;repository;;
AstonMartin_VantageRoadsterRewardRecycled_2021;Aston Martin;Aston Martin Vantage Roadster;AstonMartin Vantage Roadster;114;repository;repository;;
AstonMartin_VantageRReward_2025;Aston Martin;Aston Martin Vantage Roadster 2025;Aston Martin Vantage Roadster 2025;238;repository;pair AstonMartin_VantageRRewardRecycled_2025;;
AstonMartin_VantageRRewardRecycled_2025;Aston Martin;Aston Martin Vantage Roadster 2025;Aston Martin Vantage Roadster 2025;238;repository;repository Stage6 file;;
AstonMartin_VantageV8Reward_2018;Aston Martin;Aston Martin Vantage;Aston Martin Vantage;048;repository;repository;;
AstonMartin_VantageV8RewardRecycled_2018;Aston Martin;Aston Martin Vantage;Aston Martin Vantage;048;repository;repository;;
AstonMartin_Victor_2020;Aston Martin;Aston Martin Victor;Aston Martin Victor;;repository;;;
AstonMartin_VulcanReward_2016;Aston Martin;Aston Martin Vulcan AMR Pro;Aston Martin Vulcan AMR Pro;034;repository;repository;;
AstonMartin_VulcanRewardGold_2016;Aston Martin;Aston Martin Vulcan AMR Pro;Aston Martin Vulcan AMR Pro;;repository;;;
AstonMartin_VulcanRewardRecycled_2016;Aston Martin;Aston Martin Vulcan;Aston Martin Vulcan;034;repository;repository;;
ATSAutomobili_GTReward_2018;ATS Automobili;ATS Automobili GT;ATS Automobili GT;087;repository;repository;;
ATSAutomobili_GTRewardRecycled_2018;ATS Automobili;ATS Automobili GT;ATS Automobili GT;087;repository;repository;;
ATSAutomobili_RRTurbo_2020;ATS Automobili;ATS Automobili RR Turbo;ATS Automobili RR Turbo;;repository;;;
Audi_ABTRS6RReward_2020;Audi;Audi ABT RS6-R;Audi ABT RS6-R;135;repository;repository;;
Audi_ABTRS6RRewardRecycled_2020;Audi;Audi ABT RS6-R;Audi ABT RS6-R;135;repository;repository;;
Audi_ABTRS7RReward_2020;Audi;Audi ABT RS7-R 'Daniel Abt Edition';Audi ABT RS7-R 'Daniel Abt Edition';160;repository;repository;;
Audi_ABTRS7RRewardRecycled_2020;Audi;Audi ABT RS7-R;Audi ABT RS7-R;160;repository;repository;;
Audi_LBR8V10PlusCoupeElite_2014;Audi;#Ruby Rose's Audi LB R8 V10 plus Coupe;Ruby Rose's Audi LB R8 V10 plus Coupe;;repository;;;
Audi_LBR8V10PlusCoupeReward_2014;Audi;Audi LB R8 V10 plus Coupe 2014;Audi LB R8 V10 plus Coupe 2014;047;repository;repository;;
Audi_LBR8V10PlusCoupeRewardRecycled_2014;Audi;Audi LB R8 V10 Plus Coupe 2014;Audi LB R8 V10 Plus Coupe 2014;047;repository;repository;;
Audi_LBRS5Coupe_2014;Audi;Audi LB RS 5 Coupe;Audi LB RS 5 Coupe;;repository;;;
Audi_LBRS5CoupeElite_2014;Audi;#Ruby Rose's Audi LB RS 5 Coupe;Ruby Rose's Audi LB RS 5 Coupe;;repository;;;
Audi_NEWINGR8RSRReward_2016;Audi;Audi NEWING Alpil R8 RSR;Audi NEWING Alpil R8 RSR;117;repository;repository;;
Audi_NEWINGR8RSRRewardRecycled_2016;Audi;Audi NEWING Alpil R8 RSR;Audi NEWING Alpil R8 RSR;117;repository;repository;;
Audi_R18_2014;Audi;Audi R18 e-tron quattro;Audi R18 e-tron quattro;;repository;;;
Audi_R8LMSGT3_2019;Audi;Audi R8 LMS GT3;Audi R8 LMS GT3;;repository;;;
Audi_R8SpyderReward_2020;Audi;Audi R8 Spyder V10;Audi R8 Spyder V10;138;repository;repository;;
Audi_R8SpyderRewardRecycled_2020;Audi;Audi R8 Spyder V10;Audi R8 Spyder V10;138;repository;repository;;
Audi_R8V10Decennium_2019;Audi;Audi R8 V10 Decennium;Audi R8 V10 Decennium;;repository;;;
Audi_R8V10GreenHell_2020;Audi;Audi R8 Green Hell;Audi R8 Green Hell;;repository;;;
Audi_R8V10GTReward_2023;Audi;Audi R8 Coupe V10 GT RWD;Audi R8 Coupe V10 GT RWD;203;repository;repository;;
Audi_R8V10GTRewardRecycled_2023;Audi;Audi R8 Coupe V10 GT RWD;Audi R8 Coupe V10 GT RWD;203;repository;repository;;
Audi_R8V10PlusCoupe_2014;Audi;Audi R8 V10 Plus Coupe 2014;Audi R8 V10 Plus Coupe 2014;;repository;;;
Audi_R8V10PlusCoupe_2016;Audi;Audi R8 V10 Plus Coupe 2016;Audi R8 V10 Plus Coupe 2016;;repository;;;
Audi_R8V10PlusCoupeReward_2016;Audi;Audi Vorsteiner R8 VRS;Audi Vorsteiner R8 VRS;028;repository;repository;;
Audi_R8V10PlusCoupeRewardRecycled_2016;Audi;Audi Vorsteiner R8 VRS;Audi Vorsteiner R8 VRS;028;repository;repository;;
Audi_RS3SedanReward_2023;Audi;Audi RS3 Sedan performance edition;Audi RS 3 performance edition;200;repository;repository;;
Audi_RS3SedanRewardRecycled_2023;Audi;Audi RS3 Sedan performance edition;Audi RS 3 performance edition;200;repository;repository;;
Audi_RS3SportbackReward_2023;Audi;Audi RS3 Sportback performance edition;Audi RS3 Sportback performance edition;258;repository;repository;;
Audi_RS3SportbackRewardRecycled_2023;Audi;Audi RS3 Sportback performance edition;Audi RS3 Sportback performance edition;258;repository;repository;;
Audi_RS5Coupe_2014;Audi;Audi RS 5 Coupe;Audi RS 5 Coupe;;repository;;;
Audi_RS5CoupeReward_2020;Audi;Audi RS 5 Coupe;Audi RS 5 Coupe;140;repository;repository;;
Audi_RS5CoupeRewardRecycled_2020;Audi;Audi RS 5 Coupe;Audi RS 5 Coupe;140;repository;repository;;
Audi_RS6AvantGTReward_2024;Audi;Audi RS 6 Avant GT;Audi RS 6 Avant GT;224;repository;repository;;
Audi_RS6AvantGTRewardRecycled_2024;Audi;Audi RS 6 Avant GT;Audi RS 6 Avant GT;224;repository;repository;;
Audi_RS6AvantReward_2020;Audi;Audi RS6 Avant;Audi RS6 Avant;106;repository;repository;;
Audi_RS6AvantRewardRecycled_2020;Audi;Audi RS6 Avant;Audi RS6 Avant;106;repository;repository;;
Audi_RS7SportbackReward_2020;Audi;Audi RS7 Sportback;Audi RS 7 Sportback;147;repository;repository;;
Audi_RS7SportbackRewardRecycled_2020;Audi;Audi RS7 Sportback;Audi RS 7 Sportback;147;repository;repository;;
Audi_RSetronGTReward_2022;Audi;Audi RS e-tron GT;Audi RS e-tron GT;166;repository;repository;;
Audi_RSetronGTRewardRecycled_2022;Audi;Audi RS e-tron GT;Audi RS e-tron GT;166;repository;repository;;
Audi_S1ETronQuattroHoonitron_2022;Audi;Audi S1 Hoonitron;Audi S1 Hoonitron;;repository;;;
Audi_TTRSCoupeIEReward_2023;Audi;Audi TT RS Coupe iconic edition;Audi TT RS Coupé iconic edition;237;repository;repository Stage6 file;;
Audi_TTRSCoupeIERewardRecycled_2023;Audi;Audi TT RS Coupe iconic edition;Audi TT RS Coupé iconic edition;237;repository;repository Stage6 file;;
Audi_TTRSPlusCoupe_2014;Audi;Audi TT RS;Audi TT RS;;repository;;;
BAC_MonoReward_2017;BAC;BAC Mono;BAC Mono;038;repository;repository;;
BAC_MonoRewardRecycled_2017;BAC;BAC Mono;BAC Mono;038;repository;repository;;
Bentley_BaturConvertibleReward_2025;Bentley;Bentley Batur Convertible by Mulliner;Bentley Batur Convertible by Mulliner;251;repository;repository;;
Bentley_BaturConvertibleRewardRecycled_2025;Bentley;Bentley Batur Convertible by Mulliner;Bentley Batur Convertible by Mulliner;251;repository;repository;;
Bentley_BentaygaReward_2018;Bentley;Bentley Bentayga Pikes Peak;Bentley Bentayga Pikes Peak;066;repository;repository;;
Bentley_BentaygaRewardRecycled_2018;Bentley;Bentayga;Bentley Bentayga;066;repository;repository;;
Bentley_ContinentalGT3PikesPeak_2021;Bentley;Bentley Continental GT3 Pikes Peak Race Car;Bentley Continental GT3 Pikes Peak Race Car;;repository;;;
Bentley_ContinentalGT3RaceCar_2020;Bentley;Bentley Continental GT3 RaceCar;Bentley Continental GT3 RaceCar;;repository;;;
Bentley_ContinentalGT3RReward_2015;Bentley;Bentley Continental GT3-R;Bentley Continental GT3-R;001;repository;repository;;
Bentley_ContinentalGT3RRewardRecycled_2015;Bentley;Continental GT3-R;Bentley Continental GT3-R;001;repository;repository;;
Bentley_ContinentalGTConvertibleReward_2019;Bentley;Bentley Continental GT Convertible Number 1 Edition by Mulliner;Bentley Continental GT Convertible Number 1 Edition by Mulliner;094;repository;repository;;
Bentley_ContinentalGTConvertibleRewardRecycled_2019;Bentley;Continental GT Convertible;Bentley Continental GT Convertible;094;repository;repository;;
Bentley_ContinentalGTCSpeedReward_2022;Bentley;Bentley Continental GT Speed Convertible;Bentley Continental GT Speed Convertible;181;repository;repository;;
Bentley_ContinentalGTCSpeedRewardRecycled_2022;Bentley;Bentley Continental GT Speed Convertible;Bentley Continental GT Speed Convertible;181;repository;repository;;
Bentley_ContinentalGTEVO_2026;Bentley;Bentley Supersports #199;Bentley Supersports #199;;repository;;;
Bentley_ContinentalGTReward_2018;Bentley;Bentley Continental GT First Edition;Bentley Continental GT First Edition;053;repository;repository;;
Bentley_ContinentalGTRewardRecycled_2018;Bentley;Continental GT;Bentley Continental GT;053;repository;repository;;
Bentley_ContinentalGTSpeed_2016;Bentley;Bentley Continental GT Speed;Bentley Continental GT Speed;;repository;;;
Bentley_ContinentalGTSpeedReward_2021;Bentley;Bentley Continental GT Speed;Bently Continental GT Speed;151;repository;repository;;
Bentley_ContinentalGTSpeedReward_2025;Bentley;Bentley Continental GT Speed Coupe;Bentley Continental GT Speed Coupe;249;repository;repository;;
Bentley_ContinentalGTSpeedRewardRecycled_2021;Bentley;Bentley Continental GT Speed;Bently Continental GT Speed;151;repository;repository;;
Bentley_ContinentalGTSpeedRewardRecycled_2025;Bentley;Bentley Continental GT Speed Coupe;Bentley Continental GT Speed Coupe;249;repository;repository;;
Bentley_ContinentalGTV8SF8_2014;Bentley;Bentley BR9;Bentley BR9;;repository;;;
Bentley_MullinerBacalarReward_2021;Bentley;Bentley Mulliner Bacalar;Bentley Mulliner Bacalar;113;repository;repository;;
Bentley_MullinerBacalarRewardRecycled_2021;Bentley;Bentley Mulliner Bacalar;Bentley Mulliner Bacalar;113;repository;repository;;
Bentley_MullinerBaturReward_2023;Bentley;Bentley Batur by Mulliner;Bentley Batur by Mulliner;205;repository;repository;;
Bentley_MullinerBaturRewardRecycled_2023;Bentley;Bentley Batur by Mulliner;Bentley Batur by Mulliner;205;repository;repository;;
Bentley_SupersportsReward_2026;Bentley;Bentley Supersports;Bentley Supersports;264;repository;repository;;
Bentley_SupersportsRewardRecycled_2026;Bentley;Bentley Supersports;Bentley Supersports;264;repository;repository;;
BMW_30CSLE9LP_1973;BMW;BMW 3.0 CSL;BMW 3.0 CSL;;repository;;;
BMW_ACSchnitzerM2Coupe_2016;BMW;BMW ACS2 Sport;BMW ACS2 Sport;;repository;;;
BMW_ACSchnitzerZ4_2019;BMW;BMW ACS4;BMW ACS4;;repository;;;
BMW_i8Elite_2017;BMW;#Rico's BMW i8;Rico's BMW i8;;repository;;;
BMW_i8Reward_2017;BMW;BMW ACS8;BMW ACS8;041;repository;repository;;
BMW_i8RewardHoliday_2017;BMW;BMW ACS8;BMW AC Schnitzer ACS8;;repository;;;
BMW_i8RewardRecycled_2017;BMW;BMW i8;BMW i8;041;repository;repository;;
BMW_i8RewardSilver_2017;BMW;BMW ACS8;BMW ACS8;;repository;;;
BMW_LBi8Reward_2017;BMW;BMW LB i8;BMW LB i8;096;repository;repository;;
BMW_LBi8RewardRecycled_2017;BMW;BMW LB i8;BMW LB i8;096;repository;repository;;
BMW_LBM4CoupeCrew_2014;BMW;#Amelia's BMW LB M4 Coupe;Amelia's BMW  LB M4 Coupe;;repository;;;
BMW_LBM4CoupeCrewRecycled_2014;BMW;BMW LB M4 Coupe;BMW LB M4 Coupe;;repository;;;
BMW_M1_1985;BMW;BMW M1;BMW M1;;repository;;;
BMW_M235iCoupe_2014;BMW;BMW M235i Coupe;BMW M235i Coupe;;repository;;;
BMW_M2Competition_2018;BMW;BMW M2 Competition;BMW M2 Competition;;repository;;;
BMW_M2CoupeG87Reward_2023;BMW;BMW M2 G87 Coupe;BMW M2 G87 Coupe;167;repository;repository;;
BMW_M2CoupeG87RewardRecycled_2023;BMW;BMW M2 G87 Coupe;BMW M2 G87 Coupe;167;repository;repository;;
BMW_M2CSG87Reward_2025;BMW;BMW 2025 M2 CS;BMW 2025 M2 CS;252;repository;repository;;
BMW_M2CSG87RewardRecycled_2025;BMW;BMW 2025 M2 CS;BMW 2025 M2 CS;252;repository;repository;;
BMW_M2G87MPerformance_2023;BMW;BMW M2 (G87) Coupe 'M Performance';BMW M2 (G87) Coupe 'M Performance';;repository;;;
BMW_M2G87TNR_2023;BMW;BMW M2 Coupe 2023 (TNR);BMW M2 Coupe 2023;;repository;;;
BMW_M3CSTouringReward_2025;BMW;BMW M3 CS Touring;BMW M3 CS Touring;248;repository;repository;;
BMW_M3CSTouringRewardRecycled_2025;BMW;BMW M3 CS Touring;BMW M3 CS Touring;248;repository;repository;;
BMW_M3E46GTR_2005;BMW;BMW M3 GTR;BMW M3 GTR;;automatic;;;
BMW_M3E92CoupeGTSElite_2011;BMW;#Rico's BMW LB M3 GTS;Rico's BMW LB M3 GTS;;repository;;;
BMW_M3E92CoupeGTSReward_2011;BMW;BMW LB M3 GTS;BMW LB M3 GTS;009;repository;repository;;
BMW_M3E92CoupeGTSRewardRecycled_2011;BMW;BMW LB M3 GTS;BMW LB M3 GTS;009;repository;repository;;
BMW_M3SportEvoE30_1990;BMW;BMW 1990 M3 Sport Evolution;BMW 1990 M3 Sport Evolution;;repository;;;
BMW_M3TouringReward_2022;BMW;BMW M3 Touring (G81) Competition;BMW M3 Touring (G81) Competition;164;repository;repository;;
BMW_M3TouringRewardRecycled_2022;BMW;BMW M3 Touring (G81) Competition;BMW M3 Touring (G81) Competition;164;repository;repository;;
BMW_M4CompetitionG82TNR_2021;BMW;BMW M4 Competition (TNR);BMW M4 Competition;;repository;;;
BMW_M4Coupe_2014;BMW;BMW M4 Coupe;BMW M4 Coupe;;repository;;;
BMW_M4CoupeMPerformance_2021;BMW;BMW M4 Coupe M Performance;BMW M4 Coupe M Performance;;repository;;;
BMW_M4CoupeReward_2021;BMW;BMW M4 Competition (G82) 2021;BMW M4 Competition (G82)  2021 SaoPauloYellow);118;repository;repository;;
BMW_M4CoupeRewardRecycled_2021;BMW;BMW M4 Competition (G82) 2021;BMW M4 Competition (G82) 2021;118;repository;repository;;
BMW_M4CSLReward_2022;BMW;BMW M4 CSL;BMW M4 (G82) CSL;175;repository;repository;;
BMW_M4CSLRewardRecycled_2022;BMW;BMW M4 CSL;BMW M4 (G82) CSL;175;repository;repository;;
BMW_M4GT3_2022;BMW;BMW M4 GT3;BMW M4 GT3;;repository;;;
BMW_M4GTS_2016;BMW;BMW M4 GTS;BMW M4 GTS;;repository;;;
BMW_M5CompetitionReward_2019;BMW;BMW M5 Competition;BMW M5 Competition;075;repository;repository;;
BMW_M5CompetitionRewardRecycled_2019;BMW;BMW M5 Competition;BMW M5 Competition;075;repository;repository;;
BMW_M5CSReward_2022;BMW;BMW M5 CS;BMW M5 CS;142;repository;repository;;
BMW_M5CSRewardRecycled_2022;BMW;BMW M5 CS;BMW M5 CS;142;repository;repository;;
BMW_M5G99Touring_2024;BMW;BMW M5 Touring;BMW M5 Touring;;repository;;;
BMW_M5SedanReward_2024;BMW;BMW 2024 M5 Sedan;BMW 2024 M5 Sedan;211;repository;repository;;
BMW_M5SedanRewardRecycled_2024;BMW;BMW 2024 M5 Sedan;BMW 2024 M5 Sedan;211;repository;repository;;
BMW_M8Competition_2020;BMW;BMW M8 Competition Coupe;BMW M8 Competition Coupe;;repository;;;
BMW_M8ConvertiblePride_2021;BMW;BMW M8 Convertible Pride;BMW M8 Convertible Pride;;repository;;;
BMW_M8ConvertibleReward_2021;BMW;BMW M8 Competition Convertible;BMW M8 Competition Convertible;159;repository;repository;;
BMW_M8ConvertibleRewardRecycled_2021;BMW;BMW M8 Competition Convertible;BMW M8 Competition Convertible;159;repository;repository;;
BMW_M8Reward_2020;BMW;BMW M8 Coupe;BMW M8 Coupe;089;repository;repository;;
BMW_M8RewardRecycled_2020;BMW;BMW M8 Coupe;BMW M8 Coupe;089;repository;repository;;
BMW_RBM3E92Reward_2011;BMW;BMW RB M3 (E92) GTS;BMW RB M3 (E92) GTS;187;repository;repository;;
BMW_RBM3E92RewardRecycled_2011;BMW;BMW RB M3 (E92) GTS;BMW RB M3 (E92) GTS;187;repository;repository;;
BMW_VarisM4GTSReward_2016;BMW;BMW Varis M4 GTS;BMW Varis M4 GTS;105;repository;repository;;
BMW_VarisM4GTSRewardRecycled_2016;BMW;BMW Varis M4 GTS;BMW VARIS M4 GTS;105;repository;repository;;
BMW_Z4_2019;BMW;BMW Z4 M40i;BMW Z4 M40i;;repository;;;
BMW_Z4MCoupeCrew_2006;BMW;BMW Z4 M Coupe;BMW Z4 M Coupe;;repository;;;
Brabham_BT62_2019;Brabham;Brabham BT62;Brabham BT62;;repository;;;
Brabham_BT62Evo_2019;Brabham;Brabham BT62 Goodyear Edition;Brabham BT62 Goodyear Edition;;repository;;;
Brabham_BT62RReward_2020;Brabham;Brabham BT62R;Brabham BT62R;123;repository;repository;;
Brabham_BT62RRewardRecycled_2020;Brabham;Brabham BT62R;Brabham BT62R;123;repository;repository;;
BTTF_TimeMachine1_1985;Back To The Future;BTTF 'Time Machine';BTTF 'Time Machine';;repository;;;
BTTF_TimeMachine2_2015;Back To The Future;BTTF Part II 'Time Machine';BTTF Part II 'Time Machine';;repository;;;
BTTF_TimeMachine3_1885;Back To The Future;BTTF Part III 'Time Machine';BTTF Part III 'Time Machine';;repository;;;
Bugatti_AtlanticConcept_2015;Bugatti;Bugatti Atlantic Concept;Bugatti Atlantic Concept;;repository;;;
