crdb;brand;folder;name;seasons;name_source;seasons_source;prestige_cup_info;remark
Porsche_DD911GTRSRReward_2017;Porsche;Porsche Duke Dynamics 911 GT-RSR;Porsche Duke Dynamics 911 GT-RSR;153;repository;repository;;
Porsche_DD911GTRSRRewardRecycled_2017;Porsche;Porsche Duke Dynamics 911 GT-RSR;Porsche Duke Dynamics 911 GT-RSR;153;repository;repository;;
Porsche_Manthey911GT3RSReward_2024;Porsche;Porsche Manthey 911 GT3 RS (992.1);Porsche Manthey 911 GT3 RS (992.1);259;repository;repository;;
Porsche_Manthey911GT3RSRewardRecycled_2024;Porsche;Porsche Manthey 911 GT3 RS (992.1);Porsche Manthey 911 GT3 RS;259;repository;repository;277;
Porsche_MissionRConcept_2021;Porsche;Porsche Mission R Concept;Porsche Mission R Concept;;repository;;;
Porsche_PanameraSportTurismoReward_2021;Porsche;Porsche Panamera Turbo S Sport Turismo;Porsche Panamera Turbo S Sport Turismo;130,169;repository;repository;;
Porsche_PanameraSportTurismoRewardRecycled_2021;Porsche;Porsche Panamera Turbo S Sport Turismo;Porsche Panamera Turbo S Sport Turismo;130,169;repository;repository;;
Porsche_RWB911Turbo_1991;Porsche;Porsche Hoonigan RWB 911 Turbo;Porsche Hoonigan RWB 911 Turbo;;repository;;;
Porsche_RWB964Reward_1991;Porsche;Porsche RWB 911 (964);Porsche RWB 911 (964);226;repository;repository;;
Porsche_RWB964RewardRecycled_1991;Porsche;Porsche RWB 911 (964);Porsche RWB 911 (964);226;repository;repository;;
Porsche_RWB993Evo_1993;Porsche;Porsche RWB 993 (Evo);Porsche 911 RWB (Evo);;repository;;;
Porsche_RWB993Reward_1993;Porsche;Porsche 911 RWB;Porsche 911 RWB;076;repository;repository;;
Porsche_RWB993RewardRecycled_1993;Porsche;Porsche 911 RWB;Porsche 911 RWB;076;repository;repository;;
Porsche_RWB993Rotana_1993;Porsche;Porsche RWB 993 'Rotana';Porsche RWB 993 ''Rotana'';;repository;;;
Porsche_TaycanTurboGTReward_2025;Porsche;Porsche Taycan Turbo GT;Porsche Taycan Turbo GT;213;repository;repository;;
Porsche_TaycanTurboGTRewardRecycled_2025;Porsche;Porsche Taycan Turbo GT ''Weissach Edition'';Porsche Taycan Turbo GT ''Weissach Edition'';213;repository;repository;;
Porsche_TaycanTurboSCrossTurismo_2022;Porsche;Porsche Taycan Cross Turismo Turbo S;Porsche Taycan Cross Turismo Turbo S;;repository;;;
Porsche_TaycanTurboSPride_2021;Porsche;Porsche Taycan Turbo S Pride;Porsche Taycan Turbo S Pride;;repository;;;
Porsche_TaycanTurboSReward_2021;Porsche;Porsche Taycan Turbo S;Porsche Taycan Turbo S;149;repository;repository;;
Porsche_TaycanTurboSRewardRecycled_2021;Porsche;Porsche Taycan Turbo S;Porsche Taycan Turbo S;149;repository;repository;;
Porsche_VorsteinerGT4VCS_2016;Porsche;Porsche Vorsteiner Cayman GT4 V-CS;Porsche Vorsteiner Cayman GT4 V-CS;;repository;;;
Radford_Type62GOSH_2021;Radford;RadFord Type 62-2 GOSH Edition;RadFord Type 62-2 GOSH Edition;;repository;;;
Radford_Type62PikesPeak_2023;Radford;RadFord Type 62-2 Track Edition;RadFord Type 62-2 Track Edition;;repository;;;
Radford_Type62Reward_2021;Radford;RadFord Type 62-2;RadFord Type 62-2;223;repository;repository;;
Radford_Type62RewardRecycled_2021;Radford;RadFord Type 62-2;RadFord Type 62-2;223;repository;repository;;
RAESR_TachyonSpeed_2024;RAESR;RAESR Tachyon Speed;RAESR Tachyon Speed;;repository;;;
RAM_1500TRX_2021;RAM;RAM 1500 TRX;RAM 1500 TRX;;repository;;;
Renault_ClioV6Phase2_2005;Renault;Renault Clio V6;Renault Clio V6;;automatic;;;
Rimac_Nevera_2021;Rimac;Rimac Nevera;Rimac Nevera;;repository;;;
Rimac_NeveraR_2025;Rimac;Rimac Nevera R;Rimac Nevera R;;repository;;;
Rimac_NeveraReward_2022;Rimac;Rimac Nevera Time Attack;Rimac Nevera Time Attack;201;repository;repository;;
Rimac_NeveraRewardrecycled_2022;Rimac;Rimac Nevera;Rimac Nevera;201;repository;repository;;
RUF_CTR3EVO_2023;RUF;RUF CTR 3 Evo;RUF CTR 3 Evo;;automatic;;;
Saleen_S1Reward_2018;Saleen;Saleen S1;Saleen S1;061;repository;repository;;
Saleen_S1RewardRecycled_2018;Saleen;Saleen S1;Saleen S1;061;repository;repository;;
Saleen_S7Classic_2004;Saleen;Saleen S7 Twin Turbo;Saleen S7 Twin Turbo;;repository;;;
SCG_004CS_2020;SCG;SCG 004CS;SCG 004CS;;repository;;;
SCG_007_2021;SCG;SCG 007 2021;SCG 007 2021;;repository;;;
SCG_SCG003S_2017;SCG;SCG 003S;SCG 003S;;repository;;;
SCG_SCG003SCarbon_2017;SCG;SCG 003S Carbon Edition;SCG 003S Carbon Edition;;repository;;;
SCG_SCG004CReward_2019;SCG;SCG 004C;SCG 004C;072,250;repository;repository;;
SCG_SCG004CRewardRecycled_2019;SCG;SCG 004C;SCG 004C;072,250;repository;repository;;
Shelby_Cobra427SCClassic_1965;Shelby;Shelby Cobra 427 SC;Shelby Cobra 427 SC;;repository;;;
Shelby_CobraDaytonaLP_1964;Shelby;Shelby Cobra Daytona Coupe;Shelby Cobra Daytona Coupe;;repository;;;
Shelby_MustangSuperSnakeR_2025;Shelby;Shelby Super Snake R;Shelby Super Snake R;;repository;;;
Shelby_SuperSnakeReward_2019;Shelby;Shelby Super Snake;Shelby Super Snake;080,125;repository;repository;;
Shelby_SuperSnakeRewardRecycled_2019;Shelby;Shelby Super Snake;Shelby Super Snake;080,125;repository;repository;;
Shelby_SuperSnakeS650Reward_2024;Shelby;Shelby Super Snake;Shelby Super Snake;229;repository;repository;;
Shelby_SuperSnakeS650RewardRecycled_2024;Shelby;Shelby Super Snake;Shelby Super Snake;229;repository;repository;;
Spyker_C8PreliatorReward_2017;Spyker;Spyker C8 Preliator;Spyker C8 Preliator;078;repository;repository;;
Spyker_C8PreliatorRewardRecycled_2017;Spyker;Spyker C8 Preliator;Spyker C8 Preliator;078;repository;repository;;
Spyker_C8PreliatorSpyder_2017;Spyker;Spyker C8 Preliator Spyder;Spyker C8 Preliator Spyder (Purple Star);;repository;;;
SSC_Tuatara_2019;SSC;SSC Tuatara;SSC Tuatara;;repository;;;
SSC_TuataraGold_2019;SSC;SSC Tuatara (Orange);SSC Tuatara;;repository;;;
SSC_TuataraSilver_2019;SSC;SSC Tuatara 'Concept;SSC Tuatara 'Concept';;repository;;;
SSC_TuataraStriker_2022;SSC;SSC Tuatara Striker;SSC Tuatara Striker;;repository;;;
SSC_TuataraWRE_2020;SSC;SSC Tuatara 'World Record Edition';SSC Tuatara 'World Record Edition';;repository;;;
SSC_UltimateAeroTT_2009;SSC;SSC Ultimate Aero TT;SSC Ultimate Aero TT;;repository;;;
Subaru_BRZF8_2013;Subaru;Subaru BRZ;Subaru BRZ;;repository;;;
Subaru_BRZRocketBunny_2013;Subaru;Subaru BRZ Rocket Bunny;Subaru BRZ Rocket Bunny;;repository;;;
Subaru_BRZRocketBunnyVIP_2013;Subaru;Subaru BRZ Rocket Bunny (VIP);Subaru BRZ Rocket Bunny;;repository;;;
Subaru_BRZtSReward_2024;Subaru;Subaru BRZ tS 2024;Subaru BRZ tS 2024;235;repository;repository;;
Subaru_BRZtSRewardRecycled_2024;Subaru;Subaru BRZ tS 2024;Subaru BRZ tS 2024;235;repository;repository;;
Subaru_BRZtSTNR_2020;Subaru;Subaru BRZ tS 2020 (TNR);Subaru BRZ tS 2020 (TNR);;repository;;;
Subaru_ImprezaWRXF4_2009;Subaru;Subaru Veilside Impreza WRX STI;Subaru Veilside Impreza WRX STI;;repository;;;
Subaru_ImprezaWRXSTI_2014;Subaru;Subaru WRX STI;Subaru WRX STI;;repository;;;
Subaru_VarisImprezaWRXSTI_2014;Subaru;Subaru VARIS WRX STI;Subaru VARIS WRX STI;;repository;;;
Subaru_VarisWRXSTICALM_2018;Subaru;Subaru Varis WRX STI CALM Edition;Subaru Varis WRX STI CALM Edition;;repository;;;
Subaru_WRXSTIF8_2018;Subaru;Subaru WRX STI;Subaru WRX STI;;repository;;;
Subaru_WRXSTIGobstopperII_2015;Subaru;Subaru RCM WRX Gobstopper II;Subaru RCM WRX Gobstopper II;;repository;;;
Subaru_WRXSTITNR_2018;Subaru;Subaru WRX STI (TNR);Subaru WRX STI (TNR);;repository;;;
Toyota_86_2014;Toyota;Toyota 86;Toyota 86;;repository;;;
Toyota_86Boss_2014;Toyota;#KJ's TOYOTA 86 Rocket Bunny;KJ's TOYOTA 86 Rocket Bunny;;repository;;;
Toyota_CamryNASCAR_2022;Toyota;Toyota NASCAR Next Gen Camry;Toyota NASCAR Next Gen Camry;;repository;;;
Toyota_GR86TNR_2023;Toyota;Toyota GR 86 (TNR);Toyota GR 86;;repository;;;
Toyota_GRSupra_2020;Toyota;Toyota GR Supra;Toyota GR Supra;;repository;;;
Toyota_GRSupraF9_2020;Toyota;Toyota GR Supra Mk5;Toyota GR Supra Mk5;;repository;;;
Toyota_GRSupraTNR_2020;Toyota;Toyota GR Supra (TNR);Toyota GR Supra (TNR);;repository;;;
Toyota_GRSupraV2TNR_2021;Toyota;Toyota GR Supra V2 (TNR);Toyota GR Supra V2;;repository;;;
Toyota_GRYarisReward_2021;Toyota;Toyota GR Yaris;Toyota GR Yaris;246;repository;repository;;
Toyota_GRYarisRewardRecycled_2021;Toyota;Toyota GR Yaris;Toyota GR Yaris;246;repository;repository;;
Toyota_LBGRSupraReward_2020;Toyota;Toyota LB Silhouette GR Supra;Toyota LB Silhouette GR Supra;132;repository;repository;;
Toyota_LBGRSupraRewardRecycled_2020;Toyota;Toyota LB Silhouette GR Supra;Toyota LB Silhouette GR Supra;132;repository;repository;;
Toyota_PandeMGRSupraV15_2020;Toyota;Toyota PandeM V1.5 GR Supra;Toyota PandeM V1.5 GR Supra;;repository;;;
Toyota_PandeMGRSupraV1_2020;Toyota;Toyota PandeM V1 GR Supra;Toyota PandeM V1 GR Supra;;repository;;;
Toyota_SprinterTruenoAE86_1980;Toyota;Toyota Trueno Sprinter AE86 GT Apex;Toyota Trueno Sprinter AE86 GT Apex;;repository;;;
Toyota_SupraMK4TNR_1994;Toyota;Toyota Supra MK4 (TNR);Toyota Supra MK4 (TNR);;repository;;;
Toyota_SupraMKIVF1_1994;Toyota;Toyota Supra Aerotop;Toyota Supra Aerotop;;repository;;;
Toyota_SupraMKIVF7_1995;Toyota;Toyota Supra Mk. IV;Toyota Supra Mk. IV;;repository;;;
Toyota_SupraMKIVVaris_1994;Toyota;#Noro's Toyota VARIS Supra;Noro's Toyota VARIS Supra;;repository;;;
TVR_GriffithReward_2019;TVR;TVR Griffith;TVR Griffith;101;repository;repository;;
TVR_GriffithRewardRecycled_2019;TVR;TVR Griffith;TVR Griffith;101;repository;repository;;
TVR_Sagaris_2006;TVR;TVR Sagaris;TVR Sagaris;;repository;;;
TVR_SagarisReward_2006;TVR;TVR Sagaris;TVR Sagaris;122;repository;repository;;
TVR_SagarisRewardRecycled_2006;TVR;TVR Sagaris;TVR Sagaris;122;repository;repository;;
Ultima_EVOCoupeReward_2016;Ultima;Ultima Evolution Coupe;Ultima Evolution Coupe;120;repository;repository;;
Ultima_EVOCoupeRewardRecycled_2016;Ultima;Ultima Evolution Coupe;Ultima Evolution Coupe;120;repository;repository;;
Ultima_EVOCoupeSupercharged_2016;Ultima;Ultima Evolution Coupe Supercharged;Ultima Evolution Coupe Supercharged;;repository;;;
Ultima_RS_2020;Ultima;Ultima RS;Ultima RS;;repository;;;
Ultima_RSGold_2020;Ultima;Ultima RS;Ultima RS;;repository;;;
Volkswagen_GolfGTI_2014;Volkswagen;Volkswagen Golf GTI;Volkswagen Golf GTI;;repository;;;
Volkswagen_GolfGTICrew_1982;Volkswagen;#Konduit's Volkswagen Golf GTI Mk1;Konduit's Volkswagen Golf GTI Mk1;;repository;;;
Volkswagen_GolfGTICrewRecycled_1982;Volkswagen;Volkswagen Golf GTI MK1;Volkswagen Golf GTI MK1;;repository;;;
Volkswagen_GolfGTIElite_2014;Volkswagen;#Ruby Rose's Volkswagen Golf GTI;Ruby Rose's Volkswagen Golf GTI;;repository;;;
Volkswagen_IDR_2019;Volkswagen;Volkswagen ID.R;Volkswagen ID.R;;repository;;;
Volkswagen_JettaF1_1995;Volkswagen;Volkswagen Jetta;Volkswagen Jetta;;repository;;;
Volkswagen_RocketBunnyGolfGTI_2014;Volkswagen;Volkswagen Rocket Bunny Golf GTI;Volkswagen Rocket Bunny Golf GTI;;repository;;;
Volkswagen_SciroccoR_2015;Volkswagen;Volkswagen Scirocco R;Volkswagen Scirocco R;;repository;;;
VUHL_05RRReward_2019;VUHL;VUHL 05RR Fighter;VUHL 05RR Fighter;093;repository;repository;;
VUHL_05RRRewardRecycled_2019;VUHL;VUHL 05RR Fighter;VUHL 05RR;093;repository;repository;;
WMotors_FenyrSupersportReward_2016;WMotors;WMotors Fenyr Supersport;WMotors Fenyr Supersport;045;repository;repository;;
WMotors_FenyrSupersportRewardRecycled_2016;WMotors;WMotors Fenyr Supersport;W Motors Fenyr Supersport;045;repository;repository;;
WMotors_LykanHyperSportReward_2015;WMotors;WMotors Lykan HyperSport;WMotors Lykan HyperSport;002;repository;repository;;
WMotors_LykanHyperSportRewardRecycled_2015;WMotors;WMotors Lykan HyperSport;W Motors Lykan Hypersport;002;repository;repository;;
Zenvo_AuroraAgil_2024;Zenvo;Zenvo Aurora Agil;Zenvo Aurora Agil;;repository;;;
Zenvo_AuroraTur_2024;Zenvo;Zenvo Aurora Tur;Zenvo Aurora Tur;;repository;;;
Zenvo_AuroraTurReward_2024;Zenvo;Zenvo Aurora Tur;Zenvo Aurora Tur;214;repository;repository;;
Zenvo_AuroraTurRewardRecycled_2024;Zenvo;Zenvo Aurora Tur;Zenvo Aurora Tur;214;repository;repository;;
Zenvo_TS1GT_2018;Zenvo;Zenvo TS1 GT Sleipnir 10th Anniversary;Zenvo TS1 GT Sleipnir 10th Anniversary;;repository;;;
Zenvo_TS1GTReward_2018;Zenvo;Zenvo TS1 GT;Zenvo TS1 GT;057;repository;repository;;
Zenvo_TS1GTRewardRecycled_2018;Zenvo;Zenvo TS1 GT;Zenvo TS1 GT;057;repository;repository;;
Zenvo_TSRGTReward_2023;Zenvo;Zenvo TSR-GT;Zenvo TSR-GT;225;repository;repository;;
Zenvo_TSRGTRewardRecycled_2023;Zenvo;Zenvo TSR-GT;Zenvo TSR-GT;225;repository;repository;;
Zenvo_TSRS_2019;Zenvo;Zenvo TSR-S;Zenvo TSR-S;;repository;;;
Zenvo_TSRS_2020;Zenvo;Zenvo TSR-S Chassis No-2;Zenvo TSR-S Chassis No-2;;repository;;;
Zenvo_TSRSGold_2020;Zenvo;Zenvo TSR-S Chassis No-3;Zenvo TSR-S Chassis No-3;;repository;;;
